GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000267618	17	33338368	33448512	36	23	54850040	5.2877	6.193e-08	RAD51L3-RFFL
ENSG00000185379	17	33426811	33448541	5	3	54850040	2.6007	0.0046513	RAD51D
ENSG00000073598	17	33448598	33457751	1	1	54850040	2.0238	0.021497	FNDC8
ENSG00000073536	17	33455772	33469334	5	3	54850040	4.1246	1.8568e-05	NLE1
ENSG00000141161	17	33474836	33516364	13	9	54850040	4.3279	7.5264e-06	UNC45B
ENSG00000164729	17	33519539	33521412	1	1	54850040	1.629	0.051659	SLC35G3
ENSG00000166750	17	33570055	33600674	11	8	54850040	5.1941	1.0284e-07	SLFN5
ENSG00000172716	17	33677324	33700720	10	6	54850040	4.6604	1.5778e-06	SLFN11
ENSG00000172123	17	33738079	33760302	7	3	54850040	3.4003	0.00033656	SLFN12
ENSG00000205045	17	33791268	33864880	64	21	54850040	3.7135	0.00010222	SLFN12L
ENSG00000236320	17	33875144	33885117	1	1	54850040	2.8155	0.0024354	SLFN14
ENSG00000108733	17	33901814	33905882	5	3	54850040	2.6004	0.0046554	PEX12
ENSG00000006125	17	33905065	34053436	47	34	54850040	7.7272	5.4956e-15	AP2B1
ENSG00000141150	17	34058668	34070540	6	3	54850040	3.0232	0.0012506	RASL10B
ENSG00000132139	17	34071530	34079897	4	2	54850040	3.0194	0.0012662	GAS2L2
ENSG00000129270	17	34083268	34122711	15	9	54850040	3.632	0.00014062	MMP28
ENSG00000154768	17	34087916	34092098	2	1	54850040	2.297	0.010811	C17orf50
ENSG00000172660	17	34136459	34191619	27	21	54850040	6.6505	1.4606e-11	TAF15
ENSG00000172653	17	34181955	34195895	6	4	54850040	3.0839	0.0010216	C17orf66
ENSG00000161570	17	34198495	34207797	2	1	54850040	1.5993	0.05488	CCL5
ENSG00000187456	17	34245070	34257777	2	1	54850040	2.6195	0.0044032	RDM1
ENSG00000161572	17	34261522	34270703	5	3	54850040	3.5816	0.00017077	LYZL6
ENSG00000161573	17	34303529	34308532	1	1	54850040	1.9976	0.022881	CCL16
ENSG00000213494	17	34310327	34329100	18	3	54850040	1.8351	0.033243	CCL14
ENSG00000266956	17	34310692	34317306	12	2	54850040	1.6573	0.04873	CTB-186H2.3
ENSG00000161574	17	34310692	34328660	18	3	54850040	1.8351	0.033243	CCL15-CCL14
ENSG00000267596	17	34323476	34329084	1	1	54850040	1.4194	0.077893	CCL15
ENSG00000167236	17	34340096	34345005	2	1	54850040	1.59	0.05592	CCL23
ENSG00000006074	17	34391640	34399392	6	4	54850040	4.7283	1.1318e-06	CCL18
ENSG00000006075	17	34415602	34417515	4	1	54850040	2.1653	0.015181	CCL3
ENSG00000129277	17	34430983	34433014	2	1	54850040	1.9081	0.028192	CCL4
ENSG00000256515	17	34522268	34524157	1	1	54850040	2.3884	0.0084606	CCL3L3
ENSG00000234972	17	34580902	34757050	4	2	54850040	1.7709	0.038293	TBC1D3C
ENSG00000242384	17	34581086	34808061	9	6	54850040	3.1641	0.00077775	TBC1D3H
ENSG00000161583	17	34745936	34808104	5	3	54850040	3.1649	0.00077561	TBC1D3G
ENSG00000108278	17	34842473	34855154	4	2	54850040	3.1342	0.00086174	ZNHIT3
ENSG00000141140	17	34851477	34899284	30	21	54850040	6.2057	2.7225e-10	MYO19
ENSG00000184886	17	34890847	34895159	3	2	54850040	3.0149	0.0012854	PIGW
ENSG00000005955	17	34900737	34946278	25	16	54850040	5.3767	3.7932e-08	GGNBP2
ENSG00000108272	17	34948228	34957235	7	5	54850040	4.4562	4.1717e-06	DHRS11
ENSG00000129282	17	34958001	34965407	5	2	54850040	2.7238	0.0032271	MRM1
ENSG00000132130	17	35294084	35301917	8	6	54850040	3.1604	0.00078773	LHX1
ENSG00000108270	17	35306175	35414171	47	28	54850040	5.5892	1.1408e-08	AATF
ENSG00000132142	17	35441923	35766909	152	53	54850040	4.417	5.005e-06	ACACA
ENSG00000167230	17	35732928	35749662	6	2	54850040	2.3925	0.008366	C17orf78
ENSG00000108264	17	35766965	35839835	39	25	54850040	5.0058	2.7817e-07	TADA2A
ENSG00000161326	17	35849937	35873603	8	5	54850040	3.8252	6.5341e-05	DUSP14
ENSG00000006114	17	35874900	35969544	37	26	54850040	6.4816	4.538e-11	SYNRG
ENSG00000141141	17	35969787	36003493	16	11	54850040	4.4829	3.6813e-06	DDX52
ENSG00000108753	17	36046435	36105237	125	38	54850040	6.1094	5e-10	HNF1B
ENSG00000197681	17	36337711	36358166	5	3	54850040	2.7743	0.0027657	TBC1D3
ENSG00000174093	17	36337717	36421858	68	30	54850040	5.0509	2.1987e-07	RP11-1407O15.2
ENSG00000174100	17	36452989	36479101	13	8	54850040	4.0942	2.1179e-05	MRPL45
ENSG00000188888	17	36481413	36499730	16	8	54850040	3.6852	0.00011426	GPR179
ENSG00000174111	17	36508111	36556019	34	18	54850040	4.0347	2.7333e-05	SOCS7
ENSG00000225485	17	36584662	36668628	65	16	54850040	3.1724	0.00075584	ARHGAP23
ENSG00000017373	17	36686251	36762183	42	17	54850040	3.7461	8.9788e-05	SRCIN1
ENSG00000108292	17	36861795	36886056	16	10	54850040	4.7188	1.1865e-06	MLLT6
ENSG00000230055	17	36886488	36891297	2	1	54850040	2.3658	0.0089946	CISD3
ENSG00000056661	17	36890150	36906070	11	7	54850040	3.7707	8.138e-05	PCGF2
ENSG00000108294	17	36908989	36920484	3	2	54850040	1.9019	0.028594	PSMB3
ENSG00000141720	17	36921942	36956379	13	9	54850040	4.2319	1.1584e-05	PIP4K2B
ENSG00000108296	17	36956687	36981734	14	10	54850040	4.3097	8.1738e-06	CWC25
ENSG00000214556	17	36991341	36997708	4	2	54850040	1.8088	0.035243	C17orf98
ENSG00000125691	17	37004118	37010096	2	1	54850040	1.9032	0.028507	RPL23
ENSG00000002834	17	37026112	37078023	47	21	54850040	4.6594	1.5858e-06	LASP1
ENSG00000204952	17	37092685	37123655	11	8	54850040	4.8343	6.6805e-07	FBXO47
ENSG00000161381	17	37219556	37310647	45	20	54850040	4.0997	2.0682e-05	PLXDC1
ENSG00000141748	17	37313147	37323737	7	5	54850040	3.9668	3.6427e-05	ARL5C
ENSG00000067191	17	37329709	37353956	13	10	54850040	4.393	5.5889e-06	CACNB1
ENSG00000108298	17	37356536	37360980	3	2	54850040	4.2408	1.1139e-05	RPL19
ENSG00000141750	17	37366789	37382125	11	8	54850040	4.624	1.8825e-06	STAC2
ENSG00000108306	17	37415384	37558776	210	9	54850040	2.3944	0.0083235	FBXL20
ENSG00000125686	17	37560538	37607539	72	7	54850040	2.6509	0.0040139	MED1
ENSG00000167258	17	37617764	37721160	144	8	54850040	2.3817	0.0086168	CDK12
ENSG00000171532	17	37759789	37766030	7	3	54850040	2.8359	0.0022848	NEUROD2
ENSG00000131771	17	37782993	37792879	15	4	54850040	3.0507	0.0011415	PPP1R1B
ENSG00000131748	17	37793318	37819737	55	7	54850040	2.4496	0.0071516	STARD3
ENSG00000173991	17	37820440	37822808	8	3	54850040	2.9598	0.001539	TCAP
ENSG00000141744	17	37824234	37826728	4	2	54850040	2.8517	0.0021743	PNMT
ENSG00000161395	17	37827375	37853050	63	3	54850040	2.369	0.0089187	PGAP3
ENSG00000141736	17	37844167	37886679	33	4	54850040	2.2034	0.013783	ERBB2
ENSG00000141741	17	37884749	37887040	2	1	54850040	1.6937	0.045157	MIEN1
ENSG00000141738	17	37894180	37903544	4	2	54850040	2.3855	0.0085283	GRB7
ENSG00000161405	17	37921198	38020441	41	26	54850040	6.006	9.5052e-10	IKZF3
ENSG00000186075	17	38024417	38034149	1	1	54850040	1.6936	0.045171	ZPBP2
ENSG00000073605	17	38060848	38076107	8	5	54850040	2.7931	0.0026105	GSDMB
ENSG00000167914	17	38119226	38134019	9	5	54850040	3.4656	0.00026457	GSDMA
ENSG00000108344	17	38137050	38154213	22	6	54850040	2.902	0.0018539	PSMD3
ENSG00000108342	17	38171614	38174066	6	1	54850040	2.4217	0.0077251	CSF3
ENSG00000008838	17	38175350	38217468	32	7	54850040	3.054	0.0011292	MED24
ENSG00000126351	17	38214543	38250120	16	7	54850040	3.253	0.00057094	THRA
ENSG00000126368	17	38249040	38256978	4	2	54850040	3.5931	0.00016337	NR1D1
ENSG00000188895	17	38278551	38293042	6	4	54850040	2.9382	0.0016508	MSL1
ENSG00000108349	17	38296571	38328436	13	9	54850040	4.6375	1.7628e-06	CASC3
ENSG00000108352	17	38333263	38351908	5	3	54850040	2.8021	0.0025383	RAPGEFL1
ENSG00000171475	17	38375556	38440388	23	13	54850040	4.6019	2.0928e-06	WIPF2
ENSG00000094804	17	38443885	38459171	6	4	54850040	3.4933	0.00023858	CDC6
ENSG00000131759	17	38465444	38513094	12	9	54850040	4.9531	3.6513e-07	RARA
ENSG00000131747	17	38544768	38574202	8	5	54850040	4.7998	7.9431e-07	TOP2A
ENSG00000141753	17	38599702	38613983	5	3	54850040	2.749	0.0029893	IGFBP4
ENSG00000131746	17	38632080	38657849	9	5	54850040	3.4843	0.0002467	TNS4
ENSG00000126353	17	38710021	38721724	6	4	54850040	4.3685	6.2559e-06	CCR7
ENSG00000073584	17	38781214	38804760	16	9	54850040	3.838	6.2016e-05	SMARCE1
ENSG00000264058	17	38785049	38821393	13	8	54850040	3.6727	0.00011999	KRT222
ENSG00000213424	17	38810917	38821433	1	1	54850040	1.507	0.065904	KRT222
ENSG00000204897	17	38904273	38911584	2	1	54850040	3.0045	0.0013301	KRT25
ENSG00000186393	17	38922490	38928414	5	3	54850040	3.2262	0.0006273	KRT26
ENSG00000171446	17	38933060	38938786	3	2	54850040	2.7263	0.0032022	KRT27
ENSG00000173908	17	38948455	38956211	2	1	54850040	1.7618	0.039053	KRT28
ENSG00000186395	17	38974369	38978847	3	2	54850040	2.2252	0.013035	KRT10
ENSG00000167920	17	38975358	38992522	14	3	54850040	1.8804	0.030027	TMEM99
ENSG00000187242	17	39017555	39023462	3	2	54850040	2.191	0.014224	KRT12
ENSG00000171431	17	39032193	39041479	5	3	54850040	3.0885	0.0010058	KRT20
ENSG00000108244	17	39078948	39093886	16	8	54850040	3.2645	0.00054822	KRT23
ENSG00000196859	17	39114669	39123144	2	1	54850040	3.5526	0.00019073	KRT39
ENSG00000204889	17	39133968	39143387	5	3	54850040	2.6153	0.0044577	KRT40
ENSG00000212901	17	39164773	39175576	20	2	54850040	1.7813	0.03743	KRTAP3-1
ENSG00000188581	17	39196811	39197713	2	1	54850040	1.9726	0.024268	KRTAP1-1
ENSG00000240871	17	39240459	39241396	7	2	54850040	2.3288	0.0099335	KRTAP4-7
ENSG00000204880	17	39253233	39254393	11	1	54850040	1.5424	0.061492	KRTAP4-8
ENSG00000241241	17	39257754	39258461	2	1	54850040	1.8003	0.035909	KRTAP4-16P
ENSG00000212722	17	39261584	39262740	5	2	54850040	1.9088	0.028147	KRTAP4-9
ENSG00000212721	17	39273433	39274606	5	3	54850040	3.2232	0.00063394	KRTAP4-11
ENSG00000198271	17	39305178	39306054	1	1	54850040	1.4646	0.071519	KRTAP4-5
ENSG00000239886	17	39382900	39383904	1	1	54850040	3.003	0.0013368	KRTAP9-2
ENSG00000204873	17	39388715	39389705	2	1	54850040	2.883	0.0019698	KRTAP9-3
ENSG00000187272	17	39394297	39395256	24	1	54850040	2.5612	0.005216	KRTAP9-8
ENSG00000241595	17	39405939	39406904	7	2	54850040	2.8686	0.0020617	KRTAP9-4
ENSG00000198083	17	39411636	39412616	2	1	54850040	3.1908	0.00070932	KRTAP9-9
ENSG00000212659	17	39421591	39422893	1	1	54850040	2.0437	0.02049	KRTAP9-6
ENSG00000180386	17	39431911	39432949	1	1	54850040	2.7048	0.0034173	KRTAP9-7
ENSG00000212658	17	39458078	39459103	4	1	54850040	2.408	0.0080202	KRTAP29-1
ENSG00000212657	17	39463952	39465505	7	2	54850040	2.798	0.0025709	KRTAP16-1
ENSG00000186860	17	39471173	39471947	2	1	54850040	2.1058	0.017611	KRTAP17-1
ENSG00000006059	17	39502344	39507064	5	2	54850040	2.9303	0.0016933	KRT33A
ENSG00000131738	17	39519746	39526052	5	3	54850040	2.2312	0.012833	KRT33B
ENSG00000131737	17	39533902	39538655	4	2	54850040	3.5994	0.0001595	KRT34
ENSG00000094796	17	39549976	39553844	8	2	54850040	2.599	0.0046755	KRT31
ENSG00000108417	17	39577005	39580775	5	2	54850040	2.1208	0.016968	KRT37
ENSG00000171360	17	39592698	39597173	12	2	54850040	2.4825	0.0065225	KRT38
ENSG00000108759	17	39616063	39623681	2	1	54850040	1.7245	0.042306	KRT32
ENSG00000197079	17	39632941	39637392	3	2	54850040	2.2573	0.011995	KRT35
ENSG00000126337	17	39642388	39648798	6	2	54850040	2.2287	0.012919	KRT36
ENSG00000171401	17	39657233	39661957	2	1	54850040	2.6998	0.003469	KRT13
ENSG00000171346	17	39669995	39678781	1	1	54850040	2.4403	0.007337	KRT15
ENSG00000171345	17	39679869	39684560	6	3	54850040	2.5873	0.0048366	KRT19
ENSG00000171403	17	39722096	39728310	2	1	54850040	3.0345	0.0012048	KRT9
ENSG00000186847	17	39738531	39743173	4	2	54850040	1.9572	0.02516	KRT14
ENSG00000186832	17	39766030	39772151	5	3	54850040	3.1907	0.00070972	KRT16
ENSG00000128422	17	39775689	39781094	2	1	54850040	1.5839	0.056603	KRT17
ENSG00000173801	17	39775692	39943183	145	21	54850040	3.2715	0.00053485	JUP
ENSG00000173812	17	39845137	39848920	5	3	54850040	2.6309	0.0042582	EIF1
ENSG00000184502	17	39868578	39872221	9	2	54850040	2.2275	0.012956	GAST
ENSG00000173805	17	39873994	39890896	33	2	54850040	2.2845	0.011172	HAP1
ENSG00000141696	17	39958199	39968856	9	6	54850040	3.6706	0.00012097	LEPREL4
ENSG00000141756	17	39968932	39979465	7	5	54850040	4.0804	2.2477e-05	FKBP10
ENSG00000141698	17	39981335	39992523	3	2	54850040	2.9121	0.0017951	NT5C3B
ENSG00000161594	17	39991937	40004636	4	2	54850040	3.1966	0.0006953	KLHL10
ENSG00000178502	17	40009797	40021684	6	4	54850040	2.7521	0.0029604	KLHL11
ENSG00000131473	17	40023161	40086795	33	19	54850040	5.1066	1.6402e-07	ACLY
ENSG00000173786	17	40118759	40129749	5	3	54850040	2.8509	0.0021796	CNP
ENSG00000168259	17	40128451	40173394	19	12	54850040	4.7073	1.255e-06	DNAJC7
ENSG00000168256	17	40163400	40177659	3	2	54850040	2.6254	0.0043275	NKIRAS2
ENSG00000187595	17	40177594	40217383	21	11	54850040	3.6383	0.00013724	ZNF385C
ENSG00000108771	17	40253422	40264751	3	2	54850040	2.6137	0.0044786	DHX58
ENSG00000108773	17	40265126	40273376	1	1	54850040	1.557	0.059732	KAT2A
ENSG00000267261	17	40271692	40306934	13	9	54850040	3.9241	4.3531e-05	CTD-2132N18.3
ENSG00000108774	17	40276994	40307035	12	8	54850040	3.8389	6.18e-05	RAB5C
ENSG00000089558	17	40308909	40333296	10	7	54850040	4.5474	2.7151e-06	KCNH4
ENSG00000167925	17	40340817	40346531	2	1	54850040	2.8527	0.0021675	GHDC
ENSG00000173757	17	40351186	40428725	31	23	54850040	6.7348	8.2066e-12	STAT5B
ENSG00000126561	17	40439565	40463961	9	6	54850040	4.9351	4.0059e-07	STAT5A
ENSG00000168610	17	40465342	40540586	24	14	54850040	4.878	5.3575e-07	STAT3
ENSG00000177469	17	40554470	40575535	9	6	54850040	4.3454	6.9526e-06	PTRF
ENSG00000033627	17	40610862	40674629	30	21	54850040	5.4117	3.1216e-08	ATP6V0A1
ENSG00000108784	17	40688190	40696467	5	3	54850040	2.5542	0.0053213	NAGLU
ENSG00000108786	17	40701232	40707231	9	6	54850040	3.8075	7.0198e-05	HSD17B1
ENSG00000108788	17	40719086	40725257	6	3	54850040	3.1578	0.00079487	MLX
ENSG00000131470	17	40724333	40729849	7	5	54850040	4.0297	2.7926e-05	PSMC3IP
ENSG00000141699	17	40731531	40762641	15	7	54850040	2.7279	0.003187	FAM134C
ENSG00000131462	17	40761694	40767252	2	1	54850040	3.447	0.00028342	TUBG1
ENSG00000037042	17	40811323	40819024	4	1	54850040	1.6526	0.049209	TUBG2
ENSG00000068137	17	40819932	40829048	4	2	54850040	3.1661	0.00077261	PLEKHH3
ENSG00000108797	17	40834631	40851832	4	2	54850040	2.7007	0.0034595	CNTNAP1
ENSG00000108799	17	40852293	40897071	20	14	54850040	5.3042	5.6572e-08	EZH1
ENSG00000131475	17	40925454	40931617	2	1	54850040	2.3804	0.008647	VPS25
ENSG00000126562	17	40932696	40948954	8	6	54850040	4.1331	1.7895e-05	WNK4
ENSG00000183978	17	40947165	40950722	1	1	54850040	1.7745	0.037989	COA3
ENSG00000176563	17	40950810	40963605	2	1	54850040	1.974	0.024193	CNTD1
ENSG00000126581	17	40962152	40985367	4	2	54850040	2.4349	0.007448	BECN1
ENSG00000131467	17	40976402	40995774	4	2	54850040	2.3558	0.0092411	PSME3
ENSG00000131480	17	40996617	41002724	2	1	54850040	2.7497	0.0029825	AOC2
ENSG00000131471	17	41003201	41010147	1	1	54850040	2.3579	0.0091892	AOC3
ENSG00000131482	17	41052814	41065386	3	2	54850040	2.8447	0.0022229	G6PC
ENSG00000266967	17	41102543	41116515	4	2	54850040	2.5252	0.0057818	AARSD1
ENSG00000108825	17	41102543	41132545	6	4	54850040	2.949	0.0015939	PTGES3L-AARSD1
ENSG00000267060	17	41120105	41132545	2	1	54850040	1.8374	0.033072	PTGES3L
ENSG00000198863	17	41132582	41145707	5	3	54850040	2.7393	0.0030789	RUNDC1
ENSG00000131469	17	41150290	41154976	1	1	54850040	2.1695	0.015022	RPL27
ENSG00000068079	17	41158742	41166473	1	1	54850040	1.5703	0.058174	IFI35
ENSG00000108828	17	41166622	41177140	1	1	54850040	1.329	0.091931	VAT1
ENSG00000108830	17	41177258	41184057	2	1	54850040	1.7607	0.039146	RND2
ENSG00000012048	17	41196312	41277500	19	13	54850040	4.3525	6.7284e-06	BRCA1
ENSG00000188554	17	41322498	41363708	12	9	54850040	4.8516	6.1225e-07	NBR1
ENSG00000184988	17	41363854	41372061	1	1	54850040	1.7742	0.038018	TMEM106A
ENSG00000175906	17	41476327	41478505	2	1	54850040	1.6672	0.047735	ARL4D
ENSG00000067596	17	41561233	41621831	15	8	54850040	3.5567	0.00018781	DHX8
ENSG00000175832	17	41605212	41656988	25	16	54850040	4.4299	4.714e-06	ETV4
ENSG00000005102	17	41717756	41739322	7	5	54850040	3.3151	0.00045812	MEOX1
ENSG00000167941	17	41831099	41836156	1	1	54850040	1.3216	0.093156	SOST
ENSG00000108861	17	41843489	41856356	5	3	54850040	2.7042	0.0034233	DUSP3
ENSG00000231256	17	41857803	41864980	2	1	54850040	1.9595	0.025029	C17orf105
ENSG00000161647	17	41878167	41910538	14	9	54850040	4.149	1.6697e-05	MPP3
ENSG00000161649	17	41924516	41940997	25	7	54850040	2.3424	0.0095807	CD300LG
ENSG00000108852	17	41952725	41987068	35	5	54850040	2.6248	0.0043355	MPP2
ENSG00000261514	17	42015731	42016327	1	1	54850040	2.1615	0.015327	RP11-527L4.2
ENSG00000108849	17	42018172	42019836	3	1	54850040	1.687	0.045806	PPY
ENSG00000131096	17	42030106	42081837	37	12	54850040	3.1019	0.00096136	PYY
ENSG00000161653	17	42081914	42086431	10	3	54850040	2.257	0.012004	NAGS
ENSG00000091947	17	42088556	42101314	13	3	54850040	2.2818	0.011251	TMEM101
ENSG00000161654	17	42112003	42144987	41	12	54850040	3.2622	0.00055285	LSM12
ENSG00000141349	17	42148103	42153709	3	2	54850040	2.1822	0.014548	G6PC3
ENSG00000108840	17	42154114	42201070	15	11	54850040	4.6205	1.9139e-06	HDAC5
ENSG00000125319	17	42219274	42239844	8	5	54850040	3.4218	0.000311	C17orf53
ENSG00000161664	17	42247815	42256451	2	1	54850040	2.6851	0.0036249	ASB16
ENSG00000168591	17	42264338	42269099	2	1	54850040	1.8892	0.029432	TMUB2
ENSG00000087152	17	42269173	42277481	4	2	54850040	3.0578	0.0011147	ATXN7L3
ENSG00000108312	17	42282401	42298994	5	3	54850040	3.2515	0.00057396	UBTF
ENSG00000004939	17	42325753	42345509	11	8	54850040	4.1197	1.8972e-05	SLC4A1
ENSG00000268413	17	42335297	42355825	8	5	54850040	3.3067	0.00047203	AC003043.1
ENSG00000108309	17	42385781	42396039	9	4	54850040	2.8626	0.0021012	RUNDC3A
ENSG00000013306	17	42396993	42402238	6	2	54850040	2.3899	0.0084269	SLC25A39
ENSG00000030582	17	42422614	42430470	5	2	54850040	2.3218	0.010123	GRN
ENSG00000161682	17	42430583	42441243	2	1	54850040	1.459	0.072287	FAM171A2
ENSG00000005961	17	42449548	42466873	9	6	54850040	3.9632	3.6976e-05	ITGA2B
ENSG00000186566	17	42472652	42580798	51	15	54850040	3.1979	0.00069206	GPATCH8
ENSG00000180336	17	42733762	42767676	24	10	54850040	3.5781	0.00017307	C17orf104
ENSG00000180329	17	42750437	42767147	11	8	54850040	4.4953	3.4729e-06	CCDC43
ENSG00000161692	17	42785976	42829632	12	8	54850040	4.5565	2.6008e-06	DBF4B
ENSG00000073670	17	42836399	42859214	7	5	54850040	3.6875	0.00011324	ADAM11
ENSG00000182963	17	42875816	42908184	8	4	54850040	3.0333	0.0012093	GJC1
ENSG00000131097	17	42923721	42927848	3	2	54850040	1.9522	0.025459	HIGD1B
ENSG00000108883	17	42927311	42977030	25	14	54850040	3.9591	3.7616e-05	EFTUD2
ENSG00000167131	17	42976510	42982758	6	4	54850040	3.5795	0.00017209	CCDC103
ENSG00000214447	17	42977135	42982758	6	4	54850040	3.5795	0.00017209	FAM187A
ENSG00000131095	17	42982376	42994305	6	4	54850040	2.6798	0.0036831	GFAP
ENSG00000186185	17	43002077	43025082	9	5	54850040	3.5745	0.00017545	KIF18B
ENSG00000131094	17	43037061	43045439	2	1	54850040	2.4772	0.0066211	C1QL1
ENSG00000172992	17	43100708	43138473	64	9	54850040	2.5722	0.0050528	DCAKD
ENSG00000136448	17	43128978	43186384	85	11	54850040	2.593	0.0047566	NMT1
ENSG00000161714	17	43186335	43210721	30	8	54850040	3.6267	0.00014354	PLCD3
ENSG00000181513	17	43209967	43221548	13	5	54850040	3.7561	8.6293e-05	ACBD4
ENSG00000186834	17	43224684	43229468	6	3	54850040	4.4815	3.7062e-06	HEXIM1
ENSG00000168517	17	43238067	43247407	11	4	54850040	4.3299	7.46e-06	HEXIM2
ENSG00000184922	17	43298811	43324687	11	7	54850040	3.7225	9.8637e-05	FMNL1
ENSG00000184361	17	43331760	43339479	4	2	54850040	3.3293	0.00043538	SPATA32
ENSG00000159314	17	43471275	43511787	17	12	54850040	5.6162	9.7602e-09	ARHGAP27
ENSG00000225190	17	43513266	43568115	19	14	54850040	4.4872	3.6088e-06	PLEKHM1
ENSG00000120088	17	43699267	43913194	83	48	54850040	6.5764	2.4092e-11	CRHR1
ENSG00000185294	17	43922256	43924438	3	2	54850040	3.4599	0.00027022	SPPL2C
ENSG00000186868	17	43971748	44105700	47	23	54850040	4.4526	4.2421e-06	MAPT
ENSG00000256762	17	44076616	44077060	1	1	54850040	2.1051	0.01764	STH
ENSG00000120071	17	44107282	44302733	78	48	54850040	6.9863	1.4111e-12	KANSL1
ENSG00000228696	17	44352150	44439130	16	8	54850040	3.4298	0.00030198	ARL17B
ENSG00000176681	17	44370099	44415160	2	1	54850040	1.7766	0.03782	LRRC37A
ENSG00000238083	17	44588877	44633016	8	3	54850040	2.4303	0.0075426	LRRC37A2
ENSG00000185829	17	44594068	44657088	9	3	54850040	2.4019	0.0081547	ARL17A
ENSG00000073969	17	44668035	44834830	20	11	54850040	4.1446	1.7017e-05	NSF
ENSG00000108379	17	44839872	44910520	48	35	54850040	7.1421	4.5952e-13	WNT3
ENSG00000158955	17	44910567	44964096	22	17	54850040	5.9796	1.1183e-09	WNT9B
ENSG00000108433	17	45000483	45105003	72	20	54850040	3.3652	0.00038249	GOSR2
ENSG00000262633	17	45000499	45124520	80	21	54850040	3.3661	0.00038125	RP11-156P1.2
ENSG00000004897	17	45195069	45266788	31	8	54850040	2.6893	0.0035796	CDC27
ENSG00000198336	17	45277812	45301045	9	4	54850040	2.8951	0.0018952	MYL4
ENSG00000259207	17	45331212	45421658	96	12	54850040	2.8812	0.0019811	ITGB3
ENSG00000259753	17	45331263	45421658	96	12	54850040	2.8812	0.0019811	ITGB3
ENSG00000178852	17	45400656	45518678	119	10	54850040	3.1749	0.0007494	EFCAB13
ENSG00000141279	17	45600308	45700642	91	15	54850040	3.14	0.00084471	NPEPPS
ENSG00000108424	17	45726842	45762871	26	6	54850040	2.4254	0.007645	KPNB1
ENSG00000198933	17	45771447	45789416	28	7	54850040	3.2189	0.00064333	TBKBP1
ENSG00000073861	17	45810610	45823485	21	7	54850040	3.2855	0.00050898	TBX21
ENSG00000006025	17	45884738	45899200	6	4	54850040	3.2056	0.00067399	OSBPL7
ENSG00000159111	17	45900638	45908900	5	3	54850040	3.1428	0.00083672	MRPL10
ENSG00000141294	17	45908993	45915079	6	3	54850040	2.991	0.0013904	LRRC46
ENSG00000141295	17	45915058	45918699	4	2	54850040	2.2506	0.012206	SCRN2
ENSG00000189120	17	45922279	45933240	5	3	54850040	2.9681	0.0014981	SP6
ENSG00000167182	17	45973516	46006323	10	6	54850040	3.7473	8.9383e-05	SP2
ENSG00000108439	17	46018872	46025654	2	1	54850040	3.4334	0.00029799	PNPO
ENSG00000167183	17	46029333	46035244	6	2	54850040	2.5823	0.004907	PRR15L
ENSG00000108465	17	46045176	46059140	12	8	54850040	4.1173	1.9166e-05	CDK5RAP3
ENSG00000005243	17	46103533	46115392	10	7	54850040	8.0023	6.1062e-16	COPZ2
ENSG00000082641	17	46125691	46138849	8	5	54850040	3.2649	0.00054757	NFE2L1
ENSG00000108468	17	46147414	46178883	32	8	54850040	2.6361	0.0041938	CBX1
ENSG00000002919	17	46180719	46200436	19	8	54850040	3.1808	0.0007344	SNX11
ENSG00000141293	17	46210802	46507637	152	28	54850040	3.4618	0.00026829	SKAP1
ENSG00000173917	17	46618256	46623441	1	1	54850040	2.714	0.0033237	HOXB2
ENSG00000120093	17	46626232	46682274	51	15	54850040	3.3768	0.00036663	HOXB3
ENSG00000182742	17	46652875	46657473	5	2	54850040	1.7514	0.039939	HOXB4
ENSG00000120075	17	46668619	46671323	4	2	54850040	2.4296	0.0075575	HOXB5
ENSG00000108511	17	46671639	46682354	14	4	54850040	2.6092	0.0045376	HOXB6
ENSG00000260027	17	46684594	46710934	29	8	54850040	3.2519	0.00057317	HOXB7
ENSG00000120068	17	46688739	46692478	2	1	54850040	2.2522	0.012156	HOXB8
ENSG00000170689	17	46698518	46703839	6	2	54850040	3.0967	0.00097857	HOXB9
ENSG00000159182	17	46799084	46799884	1	1	54850040	2.2676	0.011676	PRAC1
ENSG00000159184	17	46802125	46806540	5	3	54850040	7.6785	8.0491e-15	HOXB13
ENSG00000170703	17	46839597	46894576	73	16	54850040	4.3239	7.6662e-06	TTLL6
ENSG00000136436	17	46908350	46943884	16	10	54850040	6.5426	3.022e-11	CALCOCO2
ENSG00000159202	17	46985731	47006418	10	7	54850040	4.1558	1.6209e-05	UBE2Z
ENSG00000159210	17	47006678	47022479	8	5	54850040	4.1427	1.7159e-05	SNF8
ENSG00000159224	17	47035916	47045958	9	6	54850040	4.4485	4.3238e-06	GIP
ENSG00000159217	17	47074774	47133012	32	12	54850040	3.2896	0.00050172	IGF2BP1
ENSG00000167080	17	47209822	47247351	23	16	54850040	5.2657	6.9822e-08	B4GALNT2
ENSG00000167083	17	47280153	47287936	10	5	54850040	3.2094	0.00066496	GNGT2
ENSG00000108798	17	47287589	47300587	13	8	54850040	4.5685	2.4563e-06	ABI3
